CSD,BORO,GRADE ,PROGRAM TYPE,CORE SUBJECT (MS CORE and 9-12 ONLY),CORE COURSE (MS CORE and 9-12 ONLY),SERVICE CATEGORY(K-9* ONLY),NUMBER OF STUDENTS / SEATS FILLED,NUMBER OF SECTIONS,AVERAGE CLASS SIZE
20,K,09-12,GEN ED,ENGLISH,English 12,-,1985,72,27.6
20,K,09-12,GEN ED,ENGLISH,MS English Core,-,378,14,27
20,K,09-12,GEN ED,ENGLISH,Other English,-,1670,69,24.2
20,K,09-12,GEN ED,MATH,Integrated Algebra,-,3379,114,29.6
20,K,09-12,GEN ED,MATH,Geometry,-,2649,88,30.1
20,K,09-12,GEN ED,MATH,Trigonometry,-,1678,53,31.7
20,K,09-12,GEN ED,MATH,Math A,-,1563,56,27.9
20,K,09-12,GEN ED,MATH,Math B,-,96,4,24
20,K,09-12,GEN ED,MATH,Other Math,-,482,18,26.8
20,K,09-12,GEN ED,SCIENCE,Earth Science,-,1988,66,30.1
21,K,01,CTT,-,-,-,338,14,24.1
20,K,09-12,GEN ED,SCIENCE,Living Environment,-,4100,142,28.9
20,K,09-12,GEN ED,SCIENCE,Chemistry,-,2796,94,29.7
20,K,09-12,GEN ED,SCIENCE,Physics,-,750,27,27.8
20,K,09-12,GEN ED,SCIENCE,Other Science,-,1461,50,29.2
20,K,09-12,GEN ED,SOCIAL STUDIES,Global History & Geography,-,6083,204,29.8
20,K,09-12,GEN ED,SOCIAL STUDIES,US History & Government,-,2965,98,30.3
20,K,09-12,GEN ED,SOCIAL STUDIES,Economics,-,490,18,27.2
20,K,09-12,GEN ED,SOCIAL STUDIES,Participation in Government,-,1053,36,29.3
20,K,09-12,GEN ED,SOCIAL STUDIES,Other Social Studies,-,416,16,26
20,K,09-12,CTT,ENGLISH,English 9,-,285,10,28.5
20,K,09-12,CTT,ENGLISH,English 10,-,361,13,27.8
20,K,09-12,CTT,ENGLISH,English 11,-,218,9,24.2
20,K,09-12,CTT,ENGLISH,English 12,-,220,9,24.4
20,K,09-12,CTT,ENGLISH,MS English Core,-,134,5,26.8
20,K,09-12,CTT,ENGLISH,Other English,-,306,12,25.5
20,K,09-12,CTT,MATH,Integrated Algebra,-,662,26,25.5
20,K,09-12,CTT,MATH,Geometry,-,106,4,26.5
20,K,09-12,CTT,MATH,Trigonometry,-,43,2,21.5
20,K,09-12,CTT,MATH,Math A,-,34,1,34
20,K,09-12,CTT,SCIENCE,Earth Science,-,262,8,32.8
20,K,09-12,CTT,SCIENCE,Living Environment,-,684,22,31.1
20,K,09-12,CTT,SCIENCE,Chemistry,-,29,1,29
20,K,09-12,CTT,SCIENCE,Other Science,-,343,14,24.5
20,K,09-12,CTT,SOCIAL STUDIES,Global History & Geography,-,775,25,31
20,K,09-12,CTT,SOCIAL STUDIES,US History & Government,-,238,8,29.8
20,K,09-12,CTT,SOCIAL STUDIES,Participation in Government,-,203,7,29
20,K,09-12,CTT,SOCIAL STUDIES,Other Social Studies,-,98,4,24.5
20,K,09-12,SPEC ED,ENGLISH,English 9,-,121,10,12.1
20,K,09-12,SPEC ED,ENGLISH,English 10,-,80,6,13.3
20,K,09-12,SPEC ED,ENGLISH,English 11,-,63,5,12.6
20,K,09-12,SPEC ED,ENGLISH,English 12,-,56,4,14
20,K,09-12,SPEC ED,ENGLISH,MS English Core,-,149,13,11.5
20,K,09-12,SPEC ED,ENGLISH,Other English,-,7,1,7
20,K,09-12,SPEC ED,MATH,Integrated Algebra,-,270,22,12.3
20,K,09-12,SPEC ED,MATH,Geometry,-,6,1,6
20,K,09-12,SPEC ED,MATH,Math B,-,23,2,11.5
20,K,09-12,SPEC ED,SCIENCE,Earth Science,-,65,5,13
20,K,09-12,SPEC ED,SCIENCE,Living Environment,-,254,19,13.4
20,K,09-12,SPEC ED,SCIENCE,Other Science,-,162,16,10.1
20,K,09-12,SPEC ED,SOCIAL STUDIES,Global History & Geography,-,296,23,12.9
20,K,09-12,SPEC ED,SOCIAL STUDIES,US History & Government,-,98,8,12.3
20,K,09-12,SPEC ED,SOCIAL STUDIES,Participation in Government,-,62,5,12.4
21,K,0K,GEN ED,-,-,-,1585,70,22.6
21,K,0K,CTT,-,-,-,378,18,21
21,K,0K,G&T,-,-,-,40,2,20
21,K,01,GEN ED,-,-,-,1702,71,24
21,K,01,G&T,-,-,-,49,2,24.5
21,K,02,GEN ED,-,-,-,1456,61,23.9
21,K,02,CTT,-,-,-,349,14,24.9
21,K,02,G&T,-,-,-,57,3,19
21,K,03,GEN ED,-,-,-,1350,56,24.1
21,K,03,CTT,-,-,-,336,14,24
21,K,03,G&T,-,-,-,109,5,21.8
21,K,04,GEN ED,-,-,-,1419,53,26.8
21,K,04,CTT,-,-,-,334,13,25.7
21,K,04,G&T,-,-,-,106,5,21.2
21,K,05,GEN ED,-,-,-,1401,53,26.4
21,K,05,CTT,-,-,-,234,9,26
21,K,05,G&T,-,-,-,103,5,20.6
21,K,06,GEN ED,-,-,-,1357,50,27.1
21,K,06,CTT,-,-,-,368,15,24.5
21,K,06,G&T,-,-,-,906,28,32.4
21,K,07,CTT,-,-,-,281,11,25.5
21,K,07,G&T,-,-,-,1078,35,30.8
21,K,08,GEN ED,-,-,-,1318,49,26.9
21,K,08,CTT,-,-,-,297,11,27
21,K,08,G&T,-,-,-,1319,42,31.4
21,K,0K-09,SPEC ED,-,-,12:1,212,26,8.2
21,K,0K-09,SPEC ED,-,-,12:1:1,857,95,9
21,K,MS Core,GEN ED,ENGLISH,MS English Core,-,8367,307,27.3
21,K,MS Core,GEN ED,MATH,MS Math Core,-,5209,190,27.4
21,K,MS Core,GEN ED,MATH,Integrated Algebra,-,728,24,30.3
21,K,MS Core,GEN ED,MATH,Geometry,-,29,1,29
21,K,MS Core,GEN ED,MATH,Math A,-,1122,37,30.3
21,K,MS Core,GEN ED,SCIENCE,MS Science Core,-,5321,186,28.6
21,K,MS Core,GEN ED,SCIENCE,Earth Science,-,518,17,30.5
21,K,MS Core,GEN ED,SCIENCE,Living Environment,-,1373,48,28.6
21,K,MS Core,GEN ED,SCIENCE,Other Science,-,608,24,25.3
21,K,MS Core,GEN ED,SOCIAL STUDIES,MS Social Studies Core,-,5466,194,28.2
21,K,MS Core,GEN ED,SOCIAL STUDIES,Global History & Geography,-,1487,50,29.7
21,K,MS Core,GEN ED,SOCIAL STUDIES,US History & Government,-,158,7,22.6
21,K,MS Core,GEN ED,SOCIAL STUDIES,Other Social Studies,-,149,6,24.8
21,K,MS Core,CTT,ENGLISH,MS English Core,-,935,35,26.7
21,K,MS Core,CTT,MATH,MS Math Core,-,733,27,27.1
21,K,MS Core,CTT,MATH,Integrated Algebra,-,28,1,28
21,K,MS Core,CTT,MATH,Math A,-,50,2,25
21,K,MS Core,CTT,SCIENCE,MS Science Core,-,708,26,27.2
21,K,MS Core,CTT,SCIENCE,Earth Science,-,27,1,27
21,K,MS Core,CTT,SCIENCE,Living Environment,-,51,2,25.5
21,K,MS Core,CTT,SCIENCE,Other Science,-,50,2,25
21,K,MS Core,CTT,SOCIAL STUDIES,MS Social Studies Core,-,719,26,27.7
21,K,MS Core,CTT,SOCIAL STUDIES,Global History & Geography,-,27,1,27
21,K,MS Core,CTT,SOCIAL STUDIES,US History & Government,-,44,2,22
21,K,MS Core,SPEC ED,ENGLISH,MS English Core,-,195,19,10.3
21,K,MS Core,SPEC ED,MATH,MS Math Core,-,187,19,9.8
21,K,MS Core,SPEC ED,SCIENCE,MS Science Core,-,186,19,9.8
21,K,MS Core,SPEC ED,SOCIAL STUDIES,MS Social Studies Core,-,197,20,9.9
21,K,09-12,GEN ED,ENGLISH,English 9,-,2344,86,27.3
21,K,09-12,GEN ED,ENGLISH,English 10,-,2404,83,29
21,K,09-12,GEN ED,ENGLISH,English 11,-,2027,66,30.7
21,K,09-12,GEN ED,ENGLISH,English 12,-,1841,68,27.1
21,K,09-12,GEN ED,ENGLISH,MS English Core,-,2199,86,25.6
21,K,09-12,GEN ED,ENGLISH,Other English,-,1002,44,22.8
21,K,09-12,GEN ED,MATH,Integrated Algebra,-,3787,146,25.9
21,K,09-12,GEN ED,MATH,Geometry,-,2971,106,28
21,K,09-12,GEN ED,MATH,Trigonometry,-,1629,54,30.2
21,K,09-12,GEN ED,MATH,Math A,-,466,19,24.5
21,K,09-12,GEN ED,MATH,Math B,-,293,9,32.6
21,K,09-12,GEN ED,MATH,Other Math,-,651,23,28.3
21,K,09-12,GEN ED,SCIENCE,Earth Science,-,4481,154,29.1
21,K,09-12,GEN ED,SCIENCE,Living Environment,-,5596,219,25.6
21,K,09-12,GEN ED,SCIENCE,Chemistry,-,2553,84,30.4
21,K,09-12,GEN ED,SCIENCE,Physics,-,1190,48,24.8
21,K,09-12,GEN ED,SCIENCE,Other Science,-,2658,94,28.3
21,K,09-12,GEN ED,SOCIAL STUDIES,Global History & Geography,-,4859,173,28.1
21,K,09-12,GEN ED,SOCIAL STUDIES,US History & Government,-,2666,90,29.6
21,K,09-12,GEN ED,SOCIAL STUDIES,Economics,-,731,27,27.1
21,K,09-12,GEN ED,SOCIAL STUDIES,Participation in Government,-,1760,61,28.9
21,K,09-12,GEN ED,SOCIAL STUDIES,Other Social Studies,-,1125,38,29.6
21,K,09-12,CTT,ENGLISH,English 9,-,547,23,23.8
21,K,09-12,CTT,ENGLISH,English 10,-,516,18,28.7
21,K,09-12,CTT,ENGLISH,English 11,-,436,17,25.6
21,K,09-12,CTT,ENGLISH,English 12,-,140,6,23.3
21,K,09-12,CTT,ENGLISH,MS English Core,-,170,8,21.3
21,K,09-12,CTT,ENGLISH,Other English,-,280,11,25.5
21,K,09-12,CTT,MATH,Integrated Algebra,-,780,30,26
21,K,09-12,CTT,MATH,Geometry,-,279,11,25.4
26,Q,07,CTT,-,-,-,136,5,27.2
21,K,09-12,CTT,MATH,Trigonometry,-,123,4,30.8
21,K,09-12,CTT,MATH,Math A,-,86,4,21.5
21,K,09-12,CTT,MATH,Math B,-,24,1,24
21,K,09-12,CTT,SCIENCE,Earth Science,-,772,26,29.7
21,K,09-12,CTT,SCIENCE,Living Environment,-,1131,44,25.7
21,K,09-12,CTT,SCIENCE,Chemistry,-,18,1,18
21,K,09-12,CTT,SCIENCE,Physics,-,86,3,28.7
21,K,09-12,CTT,SCIENCE,Other Science,-,852,28,30.4
21,K,09-12,CTT,SOCIAL STUDIES,Global History & Geography,-,772,27,28.6
21,K,09-12,CTT,SOCIAL STUDIES,US History & Government,-,587,21,28
21,K,09-12,CTT,SOCIAL STUDIES,Economics,-,30,1,30
21,K,09-12,CTT,SOCIAL STUDIES,Participation in Government,-,253,9,28.1
21,K,09-12,CTT,SOCIAL STUDIES,Other Social Studies,-,567,19,29.8
21,K,09-12,SPEC ED,ENGLISH,English 9,-,113,10,11.3
21,K,09-12,SPEC ED,ENGLISH,English 10,-,139,10,13.9
21,K,09-12,SPEC ED,ENGLISH,English 11,-,154,11,14
21,K,09-12,SPEC ED,ENGLISH,English 12,-,73,6,12.2
21,K,09-12,SPEC ED,ENGLISH,MS English Core,-,42,4,10.5
21,K,09-12,SPEC ED,ENGLISH,Other English,-,76,6,12.7
21,K,09-12,SPEC ED,MATH,Integrated Algebra,-,244,18,13.6
21,K,09-12,SPEC ED,MATH,Geometry,-,104,7,14.9
21,K,09-12,SPEC ED,MATH,Trigonometry,-,25,2,12.5
21,K,09-12,SPEC ED,MATH,Math B,-,22,2,11
21,K,09-12,SPEC ED,MATH,Other Math,-,54,4,13.5
21,K,09-12,SPEC ED,SCIENCE,Earth Science,-,184,13,14.2
21,K,09-12,SPEC ED,SCIENCE,Living Environment,-,167,15,11.1
21,K,09-12,SPEC ED,SCIENCE,Other Science,-,291,20,14.6
21,K,09-12,SPEC ED,SOCIAL STUDIES,Global History & Geography,-,171,12,14.3
21,K,09-12,SPEC ED,SOCIAL STUDIES,US History & Government,-,139,10,13.9
21,K,09-12,SPEC ED,SOCIAL STUDIES,Participation in Government,-,100,7,14.3
21,K,09-12,SPEC ED,SOCIAL STUDIES,Other Social Studies,-,54,4,13.5
22,K,0K,GEN ED,-,-,-,2152,99,21.7
22,K,0K,CTT,-,-,-,407,20,20.4
22,K,0K,G&T,-,-,-,85,4,21.3
22,K,01,GEN ED,-,-,-,2170,94,23.1
22,K,01,CTT,-,-,-,470,21,22.4
22,K,01,G&T,-,-,-,99,4,24.8
22,K,02,GEN ED,-,-,-,2202,91,24.2
22,K,02,CTT,-,-,-,481,20,24.1
22,K,02,G&T,-,-,-,88,4,22
22,K,03,GEN ED,-,-,-,2005,83,24.2
22,K,03,CTT,-,-,-,580,23,25.2
22,K,03,G&T,-,-,-,270,11,24.5
22,K,04,GEN ED,-,-,-,1870,69,27.1
22,K,04,CTT,-,-,-,669,26,25.7
22,K,04,G&T,-,-,-,345,13,26.5
22,K,05,GEN ED,-,-,-,1999,75,26.7
22,K,05,CTT,-,-,-,569,23,24.7
22,K,05,G&T,-,-,-,253,10,25.3
22,K,06,GEN ED,-,-,-,1471,52,28.3
22,K,06,CTT,-,-,-,454,17,26.7
22,K,06,G&T,-,-,-,277,9,30.8
22,K,07,GEN ED,-,-,-,1562,55,28.4
22,K,07,CTT,-,-,-,471,17,27.7
22,K,07,G&T,-,-,-,246,8,30.8
22,K,08,GEN ED,-,-,-,1651,59,28
22,K,08,CTT,-,-,-,401,15,26.7
22,K,08,G&T,-,-,-,248,8,31
22,K,0K-09,SPEC ED,-,-,12:1,159,16,9.9
22,K,0K-09,SPEC ED,-,-,12:1:1,848,80,10.6
22,K,MS Core,GEN ED,ENGLISH,MS English Core,-,5455,195,28
22,K,MS Core,GEN ED,MATH,MS Math Core,-,4518,159,28.4
22,K,MS Core,GEN ED,MATH,Integrated Algebra,-,432,15,28.8
22,K,MS Core,GEN ED,MATH,Geometry,-,14,1,14
22,K,MS Core,GEN ED,MATH,Trigonometry,-,277,9,30.8
22,K,MS Core,GEN ED,MATH,Math A,-,234,8,29.3
22,K,MS Core,GEN ED,SCIENCE,MS Science Core,-,4739,166,28.5
22,K,MS Core,GEN ED,SCIENCE,Earth Science,-,456,15,30.4
22,K,MS Core,GEN ED,SCIENCE,Living Environment,-,260,9,28.9
22,K,MS Core,GEN ED,SCIENCE,Other Science,-,55,2,27.5
22,K,MS Core,GEN ED,SOCIAL STUDIES,MS Social Studies Core,-,4982,173,28.8
22,K,MS Core,GEN ED,SOCIAL STUDIES,Global History & Geography,-,23,1,23
22,K,MS Core,GEN ED,SOCIAL STUDIES,Other Social Studies,-,444,15,29.6
22,K,MS Core,CTT,ENGLISH,MS English Core,-,1382,52,26.6
22,K,MS Core,CTT,MATH,MS Math Core,-,1328,49,27.1
22,K,MS Core,CTT,SCIENCE,MS Science Core,-,1325,49,27
22,K,MS Core,CTT,SCIENCE,Other Science,-,53,2,26.5
22,K,MS Core,CTT,SOCIAL STUDIES,MS Social Studies Core,-,1155,42,27.5
22,K,MS Core,CTT,SOCIAL STUDIES,Other Social Studies,-,88,4,22
22,K,MS Core,SPEC ED,ENGLISH,MS English Core,-,225,21,10.7
22,K,MS Core,SPEC ED,MATH,MS Math Core,-,198,18,11
22,K,MS Core,SPEC ED,SCIENCE,MS Science Core,-,185,17,10.9
22,K,MS Core,SPEC ED,SOCIAL STUDIES,MS Social Studies Core,-,187,17,11
22,K,09-12,GEN ED,ENGLISH,English 9,-,2120,68,31.2
22,K,09-12,GEN ED,ENGLISH,English 10,-,2272,71,32
22,K,09-12,GEN ED,ENGLISH,English 11,-,2251,71,31.7
22,K,09-12,GEN ED,ENGLISH,English 12,-,2499,81,30.9
22,K,09-12,GEN ED,ENGLISH,MS English Core,-,528,20,26.4
22,K,09-12,GEN ED,ENGLISH,Other English,-,862,35,24.6
22,K,09-12,GEN ED,MATH,Integrated Algebra,-,2617,90,29.1
22,K,09-12,GEN ED,MATH,Geometry,-,2379,74,32.1
22,K,09-12,GEN ED,MATH,Trigonometry,-,1828,60,30.5
22,K,09-12,GEN ED,MATH,Math A,-,146,5,29.2
22,K,09-12,GEN ED,MATH,Other Math,-,1587,53,29.9
22,K,09-12,GEN ED,SCIENCE,Earth Science,-,3130,99,31.6
22,K,09-12,GEN ED,SCIENCE,Living Environment,-,3041,103,29.5
22,K,09-12,GEN ED,SCIENCE,Chemistry,-,3910,134,29.2
22,K,09-12,GEN ED,SCIENCE,Physics,-,1880,61,30.8
22,K,09-12,GEN ED,SCIENCE,Other Science,-,2152,72,29.9
22,K,09-12,GEN ED,SOCIAL STUDIES,Global History & Geography,-,4457,140,31.8
22,K,09-12,GEN ED,SOCIAL STUDIES,US History & Government,-,3046,98,31.1
22,K,09-12,GEN ED,SOCIAL STUDIES,Economics,-,582,19,30.6
22,K,09-12,GEN ED,SOCIAL STUDIES,Participation in Government,-,1071,37,28.9
22,K,09-12,GEN ED,SOCIAL STUDIES,Other Social Studies,-,2017,69,29.2
22,K,09-12,CTT,ENGLISH,English 9,-,282,11,25.6
22,K,09-12,CTT,ENGLISH,English 10,-,248,8,31
22,K,09-12,CTT,ENGLISH,English 11,-,218,7,31.1
22,K,09-12,CTT,ENGLISH,English 12,-,135,4,33.8
22,K,09-12,CTT,ENGLISH,MS English Core,-,162,6,27
22,K,09-12,CTT,ENGLISH,Other English,-,388,16,24.3
22,K,09-12,CTT,MATH,Integrated Algebra,-,653,23,28.4
22,K,09-12,CTT,MATH,Geometry,-,110,4,27.5
22,K,09-12,CTT,MATH,Trigonometry,-,33,1,33
22,K,09-12,CTT,MATH,Math A,-,32,1,32
22,K,09-12,CTT,SCIENCE,Earth Science,-,444,15,29.6
22,K,09-12,CTT,SCIENCE,Living Environment,-,260,8,32.5
22,K,09-12,CTT,SCIENCE,Chemistry,-,68,2,34
22,K,09-12,CTT,SCIENCE,Physics,-,28,1,28
22,K,09-12,CTT,SCIENCE,Other Science,-,441,14,31.5
22,K,09-12,CTT,SOCIAL STUDIES,Global History & Geography,-,634,20,31.7
22,K,09-12,CTT,SOCIAL STUDIES,US History & Government,-,287,9,31.9
22,K,09-12,CTT,SOCIAL STUDIES,Economics,-,34,1,34
22,K,09-12,CTT,SOCIAL STUDIES,Participation in Government,-,31,1,31
22,K,09-12,CTT,SOCIAL STUDIES,Other Social Studies,-,83,4,20.8
22,K,09-12,SPEC ED,ENGLISH,English 9,-,38,4,9.5
22,K,09-12,SPEC ED,ENGLISH,English 10,-,93,7,13.3
22,K,09-12,SPEC ED,ENGLISH,English 11,-,75,6,12.5
22,K,09-12,SPEC ED,ENGLISH,English 12,-,50,4,12.5
22,K,09-12,SPEC ED,ENGLISH,MS English Core,-,10,1,10
22,K,09-12,SPEC ED,ENGLISH,Other English,-,76,7,10.9
22,K,09-12,SPEC ED,MATH,Integrated Algebra,-,115,9,12.8
22,K,09-12,SPEC ED,MATH,Geometry,-,10,2,5
22,K,09-12,SPEC ED,SCIENCE,Earth Science,-,73,6,12.2
22,K,09-12,SPEC ED,SCIENCE,Living Environment,-,69,5,13.8
26,Q,07,G&T,-,-,-,28,1,28
22,K,09-12,SPEC ED,SCIENCE,Other Science,-,92,8,11.5
22,K,09-12,SPEC ED,SOCIAL STUDIES,Global History & Geography,-,153,12,12.8
22,K,09-12,SPEC ED,SOCIAL STUDIES,US History & Government,-,112,9,12.4
22,K,09-12,SPEC ED,SOCIAL STUDIES,Participation in Government,-,42,4,10.5
22,K,09-12,SPEC ED,SOCIAL STUDIES,Other Social Studies,-,57,5,11.4
23,K,0K,GEN ED,-,-,-,655,29,22.6
23,K,0K,CTT,-,-,-,117,6,19.5
23,K,01,GEN ED,-,-,-,792,36,22
23,K,01,CTT,-,-,-,112,5,22.4
23,K,02,GEN ED,-,-,-,843,38,22.2
23,K,02,CTT,-,-,-,72,3,24
23,K,03,GEN ED,-,-,-,852,37,23
23,K,03,CTT,-,-,-,88,4,22
23,K,04,GEN ED,-,-,-,826,33,25
23,K,04,CTT,-,-,-,41,2,20.5
23,K,04,G&T,-,-,-,20,1,20
23,K,05,GEN ED,-,-,-,765,33,23.2
23,K,05,CTT,-,-,-,67,3,22.3
23,K,05,G&T,-,-,-,15,1,15
23,K,06,GEN ED,-,-,-,943,40,23.6
23,K,06,CTT,-,-,-,113,5,22.6
23,K,07,GEN ED,-,-,-,1135,43,26.4
23,K,07,CTT,-,-,-,86,3,28.7
23,K,08,GEN ED,-,-,-,1078,42,25.7
23,K,08,CTT,-,-,-,96,4,24
23,K,0K-09,SPEC ED,-,-,12:1,323,33,9.8
23,K,0K-09,SPEC ED,-,-,12:1:1,461,50,9.2
23,K,0K-09,SPEC ED,-,-,15:1,4,1,4
23,K,MS Core,GEN ED,ENGLISH,MS English Core,-,3359,142,23.7
23,K,MS Core,GEN ED,MATH,MS Math Core,-,2797,119,23.5
23,K,MS Core,GEN ED,MATH,Integrated Algebra,-,71,3,23.7
23,K,MS Core,GEN ED,MATH,Geometry,-,36,2,18
23,K,MS Core,GEN ED,SCIENCE,MS Science Core,-,3028,123,24.6
23,K,MS Core,GEN ED,SCIENCE,Earth Science,-,36,2,18
23,K,MS Core,GEN ED,SCIENCE,Living Environment,-,123,6,20.5
23,K,MS Core,GEN ED,SCIENCE,Other Science,-,290,12,24.2
23,K,MS Core,GEN ED,SOCIAL STUDIES,MS Social Studies Core,-,2503,104,24.1
23,K,MS Core,GEN ED,SOCIAL STUDIES,Global History & Geography,-,93,3,31
23,K,MS Core,GEN ED,SOCIAL STUDIES,US History & Government,-,139,7,19.9
23,K,MS Core,GEN ED,SOCIAL STUDIES,Other Social Studies,-,159,6,26.5
23,K,MS Core,CTT,ENGLISH,MS English Core,-,230,10,23
23,K,MS Core,CTT,MATH,MS Math Core,-,257,11,23.4
23,K,MS Core,CTT,SCIENCE,MS Science Core,-,275,12,22.9
23,K,MS Core,CTT,SCIENCE,Other Science,-,25,1,25
23,K,MS Core,CTT,SOCIAL STUDIES,MS Social Studies Core,-,234,10,23.4
23,K,MS Core,CTT,SOCIAL STUDIES,Global History & Geography,-,23,1,23
23,K,MS Core,SPEC ED,ENGLISH,MS English Core,-,147,15,9.8
23,K,MS Core,SPEC ED,MATH,MS Math Core,-,162,17,9.5
23,K,MS Core,SPEC ED,MATH,Geometry,-,11,1,11
23,K,MS Core,SPEC ED,SCIENCE,MS Science Core,-,126,13,9.7
23,K,MS Core,SPEC ED,SCIENCE,Earth Science,-,11,1,11
23,K,MS Core,SPEC ED,SCIENCE,Living Environment,-,10,1,10
23,K,MS Core,SPEC ED,SCIENCE,Other Science,-,20,2,10
23,K,MS Core,SPEC ED,SOCIAL STUDIES,MS Social Studies Core,-,136,14,9.7
23,K,MS Core,SPEC ED,SOCIAL STUDIES,US History & Government,-,11,1,11
23,K,09-12,GEN ED,ENGLISH,English 9,-,392,21,18.7
23,K,09-12,GEN ED,ENGLISH,English 10,-,303,14,21.6
23,K,09-12,GEN ED,ENGLISH,English 11,-,262,12,21.8
23,K,09-12,GEN ED,ENGLISH,English 12,-,306,13,23.5
23,K,09-12,GEN ED,ENGLISH,MS English Core,-,190,7,27.1
23,K,09-12,GEN ED,ENGLISH,Other English,-,743,32,23.2
23,K,09-12,GEN ED,MATH,Integrated Algebra,-,767,34,22.6
23,K,09-12,GEN ED,MATH,Geometry,-,260,10,26
23,K,09-12,GEN ED,MATH,Trigonometry,-,99,5,19.8
23,K,09-12,GEN ED,MATH,Math A,-,23,1,23
23,K,09-12,GEN ED,MATH,Other Math,-,126,5,25.2
23,K,09-12,GEN ED,SCIENCE,Earth Science,-,603,23,26.2
23,K,09-12,GEN ED,SCIENCE,Living Environment,-,557,23,24.2
23,K,09-12,GEN ED,SCIENCE,Chemistry,-,223,9,24.8
23,K,09-12,GEN ED,SCIENCE,Physics,-,128,5,25.6
23,K,09-12,GEN ED,SCIENCE,Other Science,-,204,10,20.4
23,K,09-12,GEN ED,SOCIAL STUDIES,Global History & Geography,-,677,26,26
23,K,09-12,GEN ED,SOCIAL STUDIES,US History & Government,-,565,23,24.6
23,K,09-12,GEN ED,SOCIAL STUDIES,Economics,-,29,1,29
23,K,09-12,GEN ED,SOCIAL STUDIES,Participation in Government,-,176,7,25.1
23,K,09-12,GEN ED,SOCIAL STUDIES,Other Social Studies,-,251,11,22.8
23,K,09-12,CTT,ENGLISH,English 10,-,27,1,27
23,K,09-12,CTT,ENGLISH,English 11,-,58,3,19.3
23,K,09-12,CTT,ENGLISH,English 12,-,42,2,21
23,K,09-12,CTT,ENGLISH,MS English Core,-,25,1,25
23,K,09-12,CTT,ENGLISH,Other English,-,111,4,27.8
23,K,09-12,CTT,MATH,Integrated Algebra,-,136,6,22.7
23,K,09-12,CTT,MATH,Geometry,-,48,2,24
23,K,09-12,CTT,SCIENCE,Earth Science,-,123,5,24.6
23,K,09-12,CTT,SCIENCE,Living Environment,-,142,5,28.4
23,K,09-12,CTT,SCIENCE,Chemistry,-,62,2,31
23,K,09-12,CTT,SCIENCE,Other Science,-,37,2,18.5
23,K,09-12,CTT,SOCIAL STUDIES,Global History & Geography,-,108,4,27
23,K,09-12,CTT,SOCIAL STUDIES,US History & Government,-,178,6,29.7
23,K,09-12,CTT,SOCIAL STUDIES,Participation in Government,-,26,1,26
23,K,09-12,CTT,SOCIAL STUDIES,Other Social Studies,-,107,4,26.8
23,K,09-12,SPEC ED,ENGLISH,English 9,-,18,2,9
23,K,09-12,SPEC ED,ENGLISH,English 10,-,9,1,9
23,K,09-12,SPEC ED,ENGLISH,English 12,-,9,1,9
23,K,09-12,SPEC ED,ENGLISH,MS English Core,-,20,2,10
23,K,09-12,SPEC ED,ENGLISH,Other English,-,19,2,9.5
23,K,09-12,SPEC ED,MATH,Integrated Algebra,-,20,2,10
23,K,09-12,SPEC ED,SCIENCE,Earth Science,-,22,2,11
23,K,09-12,SPEC ED,SCIENCE,Living Environment,-,18,2,9
23,K,09-12,SPEC ED,SOCIAL STUDIES,Global History & Geography,-,11,1,11
23,K,09-12,SPEC ED,SOCIAL STUDIES,US History & Government,-,28,3,9.3
23,K,09-12,SPEC ED,SOCIAL STUDIES,Other Social Studies,-,9,1,9
24,Q,0K,GEN ED,-,-,-,4036,171,23.6
24,Q,0K,CTT,-,-,-,622,27,23
24,Q,0K,G&T,-,-,-,17,1,17
24,Q,01,GEN ED,-,-,-,4064,161,25.2
24,Q,01,CTT,-,-,-,605,24,25.2
24,Q,01,G&T,-,-,-,32,2,16
24,Q,02,GEN ED,-,-,-,3908,156,25.1
24,Q,02,CTT,-,-,-,506,20,25.3
24,Q,02,G&T,-,-,-,43,2,21.5
24,Q,03,GEN ED,-,-,-,3753,145,25.9
24,Q,03,CTT,-,-,-,502,19,26.4
24,Q,03,G&T,-,-,-,54,2,27
24,Q,04,GEN ED,-,-,-,3354,128,26.2
24,Q,04,CTT,-,-,-,596,23,25.9
24,Q,04,G&T,-,-,-,78,3,26
24,Q,05,GEN ED,-,-,-,3342,120,27.9
24,Q,05,CTT,-,-,-,573,21,27.3
24,Q,05,G&T,-,-,-,74,3,24.7
24,Q,06,GEN ED,-,-,-,2815,100,28.2
24,Q,06,CTT,-,-,-,593,22,27
24,Q,06,G&T,-,-,-,152,6,25.3
24,Q,07,GEN ED,-,-,-,3007,104,28.9
24,Q,07,CTT,-,-,-,595,21,28.3
24,Q,07,G&T,-,-,-,139,5,27.8
24,Q,08,GEN ED,-,-,-,3071,110,27.9
24,Q,08,CTT,-,-,-,524,19,27.6
24,Q,08,G&T,-,-,-,121,5,24.2
24,Q,0K-09,SPEC ED,-,-,12:1,173,16,10.8
24,Q,0K-09,SPEC ED,-,-,12:1:1,1578,144,11
24,Q,0K-09,SPEC ED,-,-,6:1:1,6,1,6
24,Q,MS Core,GEN ED,ENGLISH,MS English Core,-,10029,358,28
24,Q,MS Core,GEN ED,MATH,MS Math Core,-,8027,290,27.7
